,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread
4801,0,240000,STARFRUIT,5047,3,5046.0,28.0,,,5052,1,5053.0,27.0,,,5049.5,0.0,5
4802,0,240100,STARFRUIT,5047,2,5046.0,28.0,,,5051,1,5053.0,30.0,,,5049.0,0.0,4
4805,0,240200,STARFRUIT,5047,31,,,,,5050,2,5053.0,2.0,5054.0,29.0,5048.5,0.0,3
4807,0,240300,STARFRUIT,5047,7,5046.0,28.0,,,5053,28,,,,,5050.0,0.0,6
4809,0,240400,STARFRUIT,5047,22,,,,,5054,22,,,,,5050.5,0.0,7
4810,0,240500,STARFRUIT,5047,28,,,,,5052,8,5054.0,28.0,,,5049.5,0.0,5
4813,0,240600,STARFRUIT,5048,1,5047.0,29.0,,,5054,30,,,,,5051.0,0.0,6
4815,0,240700,STARFRUIT,5052,1,5050.0,5.0,5048.0,2.0,5054,23,,,,,5053.0,0.0,2
4817,0,240800,STARFRUIT,5052,1,5047.0,28.0,,,5054,28,,,,,5053.0,0.0,2
4818,0,240900,STARFRUIT,5047,25,,,,,5053,1,5054.0,24.0,,,5050.0,0.0,6
4821,0,241000,STARFRUIT,5046,22,,,,,5053,22,,,,,5049.5,0.0,7
4823,0,241100,STARFRUIT,5046,32,,,,,5053,32,,,,,5049.5,0.0,7
4825,0,241200,STARFRUIT,5046,27,,,,,5053,27,,,,,5049.5,0.0,7
4826,0,241300,STARFRUIT,5046,26,,,,,5047,4,5053.0,26.0,,,5046.5,0.0,1
4829,0,241400,STARFRUIT,5047,1,5046.0,27.0,,,5053,28,,,,,5050.0,0.0,6
4831,0,241500,STARFRUIT,5047,30,,,,,5054,30,,,,,5050.5,0.0,7
4833,0,241600,STARFRUIT,5046,23,,,,,5048,4,5051.0,1.0,5053.0,23.0,5047.0,0.0,2
4834,0,241700,STARFRUIT,5046,29,,,,,5051,3,5053.0,29.0,,,5048.5,0.0,5
4837,0,241800,STARFRUIT,5047,5,5046.0,30.0,,,5053,30,,,,,5050.0,0.0,6
4839,0,241900,STARFRUIT,5046,24,,,,,5052,1,5053.0,23.0,,,5049.0,0.0,6
4841,0,242000,STARFRUIT,5046,30,,,,,5051,8,5053.0,30.0,,,5048.5,0.0,5
4842,0,242100,STARFRUIT,5049,5,5047.0,3.0,5046.0,30.0,5053,32,,,,,5051.0,0.0,4
4845,0,242200,STARFRUIT,5047,1,5046.0,20.0,,,5053,1,5054.0,20.0,,,5050.0,0.0,6
4847,0,242300,STARFRUIT,5047,28,,,,,5050,3,5053.0,2.0,5054.0,26.0,5048.5,0.0,3
4849,0,242400,STARFRUIT,5047,1,5046.0,28.0,,,5053,29,,,,,5050.0,0.0,6
4850,0,242500,STARFRUIT,5046,23,,,,,5053,23,,,,,5049.5,0.0,7
4853,0,242600,STARFRUIT,5046,31,,,,,5049,4,5053.0,31.0,,,5047.5,0.0,3
4855,0,242700,STARFRUIT,5046,32,,,,,5053,32,,,,,5049.5,0.0,7
4857,0,242800,STARFRUIT,5046,27,,,,,5053,27,,,,,5049.5,0.0,7
4858,0,242900,STARFRUIT,5046,22,,,,,5053,22,,,,,5049.5,0.0,7
4860,0,243000,STARFRUIT,5046,22,,,,,5047,1,5053.0,22.0,,,5046.5,0.0,1
4863,0,243100,STARFRUIT,5051,3,5047.0,21.0,,,5053,1,5054.0,20.0,,,5052.0,0.0,2
4864,0,243200,STARFRUIT,5046,30,,,,,5053,30,,,,,5049.5,0.0,7
4866,0,243300,STARFRUIT,5047,6,5046.0,32.0,,,5053,32,,,,,5050.0,0.0,6
4868,0,243400,STARFRUIT,5046,21,,,,,5053,21,,,,,5049.5,0.0,7
4871,0,243500,STARFRUIT,5046,24,,,,,5052,2,5053.0,22.0,,,5049.0,0.0,6
4872,0,243600,STARFRUIT,5046,32,,,,,5053,32,,,,,5049.5,0.0,7
4874,0,243700,STARFRUIT,5052,1,5046.0,30.0,,,5053,30,,,,,5052.5,0.0,1
4876,0,243800,STARFRUIT,5046,30,,,,,5053,30,,,,,5049.5,0.0,7
4879,0,243900,STARFRUIT,5046,26,,,,,5053,26,,,,,5049.5,0.0,7
4880,0,244000,STARFRUIT,5047,8,5046.0,31.0,,,5053,31,,,,,5050.0,0.0,6
4882,0,244100,STARFRUIT,5047,28,,,,,5053,1,5054.0,28.0,,,5050.0,0.0,6
4884,0,244200,STARFRUIT,5047,29,,,,,5054,29,,,,,5050.5,0.0,7
4887,0,244300,STARFRUIT,5048,7,5047.0,32.0,,,5050,6,5054.0,32.0,,,5049.0,0.0,2
4888,0,244400,STARFRUIT,5046,21,,,,,5053,21,,,,,5049.5,0.0,7
4890,0,244500,STARFRUIT,5046,21,,,,,5053,21,,,,,5049.5,0.0,7
4892,0,244600,STARFRUIT,5046,21,,,,,5051,4,5053.0,21.0,,,5048.5,0.0,5
4895,0,244700,STARFRUIT,5046,2,5045.0,20.0,,,5052,22,,,,,5049.0,0.0,6
4896,0,244800,STARFRUIT,5046,29,,,,,5051,1,5053.0,29.0,,,5048.5,0.0,5
4898,0,244900,STARFRUIT,5046,21,,,,,5047,2,5053.0,21.0,,,5046.5,0.0,1
4900,0,245000,STARFRUIT,5046,1,5045.0,27.0,,,5050,8,5052.0,28.0,,,5048.0,0.0,4
4903,0,245100,STARFRUIT,5046,21,,,,,5053,21,,,,,5049.5,0.0,7
4904,0,245200,STARFRUIT,5045,32,,,,,5046,1,5050.0,6.0,5052.0,32.0,5045.5,0.0,1
4907,0,245300,STARFRUIT,5045,29,,,,,5052,29,,,,,5048.5,0.0,7
4909,0,245400,STARFRUIT,5046,30,,,,,5053,30,,,,,5049.5,0.0,7
4911,0,245500,STARFRUIT,5046,29,,,,,5052,2,5053.0,27.0,,,5049.0,0.0,6
4912,0,245600,STARFRUIT,5046,20,,,,,5053,20,,,,,5049.5,0.0,7
4915,0,245700,STARFRUIT,5046,20,,,,,5053,20,,,,,5049.5,0.0,7
4917,0,245800,STARFRUIT,5047,3,5046.0,28.0,,,5053,29,,,,,5050.0,0.0,6
4919,0,245900,STARFRUIT,5046,29,,,,,5053,29,,,,,5049.5,0.0,7
4920,0,246000,STARFRUIT,5052,1,5046.0,31.0,,,5053,31,,,,,5052.5,0.0,1
4923,0,246100,STARFRUIT,5046,24,,,,,5053,24,,,,,5049.5,0.0,7
4925,0,246200,STARFRUIT,5046,1,5045.0,23.0,,,5052,1,5053.0,23.0,,,5049.0,0.0,6
4927,0,246300,STARFRUIT,5046,28,,,,,5053,28,,,,,5049.5,0.0,7
4928,0,246400,STARFRUIT,5046,9,5045.0,29.0,,,5052,31,,,,,5049.0,0.0,6
4931,0,246500,STARFRUIT,5046,7,5045.0,24.0,,,5052,25,,,,,5049.0,0.0,6
4933,0,246600,STARFRUIT,5045,27,,,,,5052,27,,,,,5048.5,0.0,7
4935,0,246700,STARFRUIT,5045,30,,,,,5052,30,,,,,5048.5,0.0,7
4936,0,246800,STARFRUIT,5045,29,,,,,5046,1,5051.0,2.0,5052.0,27.0,5045.5,0.0,1
4939,0,246900,STARFRUIT,5045,3,5044.0,27.0,,,5051,27,,,,,5048.0,0.0,6
4941,0,247000,STARFRUIT,5045,26,,,,,5052,27,,,,,5048.5,0.0,7
4943,0,247100,STARFRUIT,5044,30,,,,,5049,2,5051.0,30.0,,,5046.5,0.0,5
4944,0,247200,STARFRUIT,5049,1,5045.0,2.0,5044.0,26.0,5051,26,,,,,5050.0,0.0,2
4947,0,247300,STARFRUIT,5045,25,,,,,5051,1,5052.0,24.0,,,5048.0,0.0,6
4949,0,247400,STARFRUIT,5045,1,5044.0,29.0,,,5051,1,5052.0,29.0,,,5048.0,0.0,6
4950,0,247500,STARFRUIT,5045,27,,,,,5050,6,5052.0,27.0,,,5047.5,0.0,5
4953,0,247600,STARFRUIT,5045,2,5044.0,23.0,,,5052,23,,,,,5048.5,0.0,7
4955,0,247700,STARFRUIT,5045,5,5044.0,30.0,,,5051,2,5052.0,30.0,,,5048.0,0.0,6
4957,0,247800,STARFRUIT,5045,3,5044.0,23.0,,,5051,23,,,,,5048.0,0.0,6
4958,0,247900,STARFRUIT,5045,2,5044.0,25.0,,,5051,27,,,,,5048.0,0.0,6
4961,0,248000,STARFRUIT,5045,25,,,,,5051,2,5052.0,23.0,,,5048.0,0.0,6
4963,0,248100,STARFRUIT,5044,26,,,,,5051,26,,,,,5047.5,0.0,7
4965,0,248200,STARFRUIT,5045,6,5044.0,21.0,,,5051,23,,,,,5048.0,0.0,6
4966,0,248300,STARFRUIT,5049,8,5044.0,25.0,,,5051,25,,,,,5050.0,0.0,2
4969,0,248400,STARFRUIT,5045,22,,,,,5052,22,,,,,5048.5,0.0,7
4971,0,248500,STARFRUIT,5045,23,,,,,5052,23,,,,,5048.5,0.0,7
4973,0,248600,STARFRUIT,5050,5,5045.0,28.0,,,5052,28,,,,,5051.0,0.0,2
4974,0,248700,STARFRUIT,5046,20,,,,,5053,20,,,,,5049.5,0.0,7
4977,0,248800,STARFRUIT,5045,23,,,,,5052,24,,,,,5048.5,0.0,7
4979,0,248900,STARFRUIT,5045,25,,,,,5052,26,,,,,5048.5,0.0,7
4981,0,249000,STARFRUIT,5052,1,5046.0,22.0,,,5053,22,,,,,5052.5,0.0,1
4982,0,249100,STARFRUIT,5046,22,,,,,5053,22,,,,,5049.5,0.0,7
4985,0,249200,STARFRUIT,5050,4,5046.0,24.0,,,5051,1,5053.0,24.0,,,5050.5,0.0,1
4987,0,249300,STARFRUIT,5047,30,,,,,5054,30,,,,,5050.5,0.0,7
4989,0,249400,STARFRUIT,5047,5,5046.0,30.0,,,5053,30,,,,,5050.0,0.0,6
4990,0,249500,STARFRUIT,5047,25,,,,,5054,25,,,,,5050.5,0.0,7
4993,0,249600,STARFRUIT,5048,2,5047.0,24.0,,,5054,26,,,,,5051.0,0.0,6
4995,0,249700,STARFRUIT,5047,24,,,,,5054,24,,,,,5050.5,0.0,7
4997,0,249800,STARFRUIT,5048,1,5047.0,21.0,,,5054,22,,,,,5051.0,0.0,6
4998,0,249900,STARFRUIT,5048,30,,,,,5055,30,,,,,5051.5,0.0,7
5001,0,250000,STARFRUIT,5048,29,,,,,5055,29,,,,,5051.5,0.0,7
5003,0,250100,STARFRUIT,5047,28,,,,,5054,28,,,,,5050.5,0.0,7
5005,0,250200,STARFRUIT,5047,24,,,,,5054,24,,,,,5050.5,0.0,7
5006,0,250300,STARFRUIT,5047,29,,,,,5054,29,,,,,5050.5,0.0,7
5009,0,250400,STARFRUIT,5047,21,,,,,5054,21,,,,,5050.5,0.0,7
5011,0,250500,STARFRUIT,5047,22,,,,,5054,22,,,,,5050.5,0.0,7
5013,0,250600,STARFRUIT,5047,23,,,,,5053,2,5054.0,21.0,,,5050.0,0.0,6
5014,0,250700,STARFRUIT,5051,4,5047.0,7.0,5046.0,21.0,5053,23,,,,,5052.0,0.0,2
5017,0,250800,STARFRUIT,5048,2,5047.0,27.0,,,5054,27,,,,,5051.0,0.0,6
5019,0,250900,STARFRUIT,5048,26,,,,,5055,26,,,,,5051.5,0.0,7
5021,0,251000,STARFRUIT,5053,1,5049.0,4.0,5048.0,24.0,5055,24,,,,,5054.0,0.0,2
5022,0,251100,STARFRUIT,5048,21,,,,,5054,1,5055.0,20.0,,,5051.0,0.0,6
5025,0,251200,STARFRUIT,5048,28,,,,,5055,28,,,,,5051.5,0.0,7
5027,0,251300,STARFRUIT,5048,27,,,,,5055,27,,,,,5051.5,0.0,7
5029,0,251400,STARFRUIT,5048,24,,,,,5051,4,5055.0,24.0,,,5049.5,0.0,3
5030,0,251500,STARFRUIT,5048,27,,,,,5056,27,,,,,5052.0,0.0,8
5033,0,251600,STARFRUIT,5049,31,,,,,5054,6,5056.0,31.0,,,5051.5,0.0,5
5035,0,251700,STARFRUIT,5054,1,5049.0,27.0,,,5056,27,,,,,5055.0,0.0,2
5037,0,251800,STARFRUIT,5049,21,,,,,5056,21,,,,,5052.5,0.0,7
5038,0,251900,STARFRUIT,5049,27,,,,,5056,27,,,,,5052.5,0.0,7
5040,0,252000,STARFRUIT,5048,29,,,,,5049,1,5055.0,29.0,,,5048.5,0.0,1
5043,0,252100,STARFRUIT,5049,4,5048.0,32.0,,,5050,3,5055.0,32.0,,,5049.5,0.0,1
5044,0,252200,STARFRUIT,5049,4,5048.0,22.0,,,5055,23,,,,,5052.0,0.0,6
5046,0,252300,STARFRUIT,5048,22,,,,,5053,4,5055.0,22.0,,,5050.5,0.0,5
5048,0,252400,STARFRUIT,5048,30,,,,,5049,5,5054.0,2.0,5055.0,28.0,5048.5,0.0,1
5051,0,252500,STARFRUIT,5048,22,,,,,5055,22,,,,,5051.5,0.0,7
5052,0,252600,STARFRUIT,5049,30,,,,,5055,1,5056.0,29.0,,,5052.0,0.0,6
5054,0,252700,STARFRUIT,5049,2,5048.0,23.0,,,5053,6,5055.0,25.0,,,5051.0,0.0,4
5056,0,252800,STARFRUIT,5049,25,,,,,5055,1,5056.0,24.0,,,5052.0,0.0,6
5059,0,252900,STARFRUIT,5049,2,5048.0,24.0,,,5055,24,,,,,5052.0,0.0,6
5060,0,253000,STARFRUIT,5048,21,,,,,5055,21,,,,,5051.5,0.0,7
5062,0,253100,STARFRUIT,5047,27,,,,,5054,27,,,,,5050.5,0.0,7
5064,0,253200,STARFRUIT,5047,28,,,,,5054,28,,,,,5050.5,0.0,7
5067,0,253300,STARFRUIT,5047,30,,,,,5054,30,,,,,5050.5,0.0,7
5068,0,253400,STARFRUIT,5047,23,,,,,5054,24,,,,,5050.5,0.0,7
5070,0,253500,STARFRUIT,5047,22,,,,,5054,22,,,,,5050.5,0.0,7
5072,0,253600,STARFRUIT,5053,1,5048.0,2.0,5047.0,28.0,5054,30,,,,,5053.5,0.0,1
5075,0,253700,STARFRUIT,5048,25,,,,,5053,2,5055.0,25.0,,,5050.5,0.0,5
5076,0,253800,STARFRUIT,5047,28,,,,,5053,8,5055.0,28.0,,,5050.0,0.0,6
5078,0,253900,STARFRUIT,5048,28,,,,,5055,28,,,,,5051.5,0.0,7
5080,0,254000,STARFRUIT,5048,1,5047.0,30.0,,,5054,2,5055.0,30.0,,,5051.0,0.0,6
5083,0,254100,STARFRUIT,5048,26,,,,,5055,26,,,,,5051.5,0.0,7
5084,0,254200,STARFRUIT,5047,24,,,,,5054,24,,,,,5050.5,0.0,7
5087,0,254300,STARFRUIT,5047,26,,,,,5052,1,5054.0,26.0,,,5049.5,0.0,5
5089,0,254400,STARFRUIT,5048,1,5047.0,23.0,,,5049,5,5054.0,24.0,,,5048.5,0.0,1
5091,0,254500,STARFRUIT,5048,6,5047.0,28.0,,,5054,28,,,,,5051.0,0.0,6
5092,0,254600,STARFRUIT,5047,25,,,,,5052,8,5054.0,25.0,,,5049.5,0.0,5
5095,0,254700,STARFRUIT,5047,23,,,,,5054,23,,,,,5050.5,0.0,7
5097,0,254800,STARFRUIT,5047,32,,,,,5054,32,,,,,5050.5,0.0,7
5099,0,254900,STARFRUIT,5051,2,5048.0,27.0,,,5053,4,5054.0,1.0,5055.0,26.0,5052.0,0.0,2
5100,0,255000,STARFRUIT,5048,1,5047.0,30.0,,,5054,31,,,,,5051.0,0.0,6
5103,0,255100,STARFRUIT,5053,1,5050.0,6.0,5047.0,21.0,5054,21,,,,,5053.5,0.0,1
5105,0,255200,STARFRUIT,5048,25,,,,,5055,25,,,,,5051.5,0.0,7
5107,0,255300,STARFRUIT,5048,26,,,,,5055,26,,,,,5051.5,0.0,7
5108,0,255400,STARFRUIT,5047,31,,,,,5054,31,,,,,5050.5,0.0,7
5111,0,255500,STARFRUIT,5047,29,,,,,5054,30,,,,,5050.5,0.0,7
5113,0,255600,STARFRUIT,5050,2,5048.0,6.0,5047.0,32.0,5054,32,,,,,5052.0,0.0,4
5115,0,255700,STARFRUIT,5046,22,,,,,5053,22,,,,,5049.5,0.0,7
5116,0,255800,STARFRUIT,5046,25,,,,,5047,5,5052.0,2.0,5053.0,23.0,5046.5,0.0,1
5119,0,255900,STARFRUIT,5048,5,5046.0,5.0,5045.0,28.0,5052,28,,,,,5050.0,0.0,4
5121,0,256000,STARFRUIT,5051,1,5045.0,22.0,,,5052,22,,,,,5051.5,0.0,1
5123,0,256100,STARFRUIT,5045,29,,,,,5046,1,5052.0,29.0,,,5045.5,0.0,1
5124,0,256200,STARFRUIT,5045,28,,,,,5050,5,5052.0,28.0,,,5047.5,0.0,5
5127,0,256300,STARFRUIT,5045,22,,,,,5052,22,,,,,5048.5,0.0,7
5129,0,256400,STARFRUIT,5046,1,5045.0,26.0,,,5052,26,,,,,5049.0,0.0,6
5130,0,256500,STARFRUIT,5045,8,5044.0,25.0,,,5051,1,5052.0,25.0,,,5048.0,0.0,6
5133,0,256600,STARFRUIT,5045,1,5044.0,22.0,,,5051,23,,,,,5048.0,0.0,6
5135,0,256700,STARFRUIT,5044,22,,,,,5051,22,,,,,5047.5,0.0,7
5137,0,256800,STARFRUIT,5045,2,5044.0,20.0,,,5049,2,5051.0,22.0,,,5047.0,0.0,4
5138,0,256900,STARFRUIT,5045,27,,,,,5052,27,,,,,5048.5,0.0,7
5141,0,257000,STARFRUIT,5045,2,5044.0,28.0,,,5049,4,5051.0,30.0,,,5047.0,0.0,4
5143,0,257100,STARFRUIT,5044,26,,,,,5051,26,,,,,5047.5,0.0,7
5145,0,257200,STARFRUIT,5044,25,,,,,5045,1,5051.0,25.0,,,5044.5,0.0,1
5146,0,257300,STARFRUIT,5048,4,5045.0,28.0,,,5052,28,,,,,5050.0,0.0,4
5149,0,257400,STARFRUIT,5045,27,,,,,5050,7,5051.0,1.0,5052.0,26.0,5047.5,0.0,5
5151,0,257500,STARFRUIT,5045,1,5044.0,20.0,,,5049,6,5051.0,21.0,,,5047.0,0.0,4
5153,0,257600,STARFRUIT,5045,22,,,,,5052,22,,,,,5048.5,0.0,7
5154,0,257700,STARFRUIT,5045,30,,,,,5050,1,5051.0,2.0,5052.0,28.0,5047.5,0.0,5
5157,0,257800,STARFRUIT,5044,29,,,,,5051,29,,,,,5047.5,0.0,7
5159,0,257900,STARFRUIT,5050,1,5044.0,23.0,,,5051,23,,,,,5050.5,0.0,1
5161,0,258000,STARFRUIT,5045,2,5044.0,23.0,,,5051,2,5052.0,23.0,,,5048.0,0.0,6
5162,0,258100,STARFRUIT,5046,2,5045.0,30.0,,,5052,32,,,,,5049.0,0.0,6
5165,0,258200,STARFRUIT,5046,28,,,,,5053,28,,,,,5049.5,0.0,7
5167,0,258300,STARFRUIT,5047,26,,,,,5054,26,,,,,5050.5,0.0,7
5169,0,258400,STARFRUIT,5048,1,5047.0,22.0,,,5054,23,,,,,5051.0,0.0,6
5170,0,258500,STARFRUIT,5048,1,5047.0,25.0,,,5054,26,,,,,5051.0,0.0,6
5173,0,258600,STARFRUIT,5048,1,5047.0,20.0,,,5054,21,,,,,5051.0,0.0,6
5175,0,258700,STARFRUIT,5047,27,,,,,5054,27,,,,,5050.5,0.0,7
5177,0,258800,STARFRUIT,5047,22,,,,,5054,22,,,,,5050.5,0.0,7
5178,0,258900,STARFRUIT,5047,22,,,,,5048,1,5054.0,22.0,,,5047.5,0.0,1
5181,0,259000,STARFRUIT,5047,32,,,,,5054,32,,,,,5050.5,0.0,7
5183,0,259100,STARFRUIT,5048,2,5047.0,27.0,,,5054,27,,,,,5051.0,0.0,6
5185,0,259200,STARFRUIT,5048,7,5047.0,21.0,,,5053,1,5054.0,20.0,,,5050.5,0.0,5
5186,0,259300,STARFRUIT,5047,3,5046.0,29.0,,,5053,1,5054.0,29.0,,,5050.0,0.0,6
5189,0,259400,STARFRUIT,5047,1,5046.0,30.0,,,5053,32,,,,,5050.0,0.0,6
5191,0,259500,STARFRUIT,5046,24,,,,,5051,1,5053.0,24.0,,,5048.5,0.0,5
5193,0,259600,STARFRUIT,5047,24,,,,,5052,7,5053.0,1.0,5054.0,23.0,5049.5,0.0,5
5194,0,259700,STARFRUIT,5047,25,,,,,5054,26,,,,,5050.5,0.0,7
5197,0,259800,STARFRUIT,5048,6,5047.0,28.0,,,5053,1,5054.0,27.0,,,5050.5,0.0,5
5199,0,259900,STARFRUIT,5047,28,,,,,5054,28,,,,,5050.5,0.0,7
5201,0,260000,STARFRUIT,5047,24,,,,,5052,8,5053.0,2.0,5054.0,22.0,5049.5,0.0,5
5202,0,260100,STARFRUIT,5048,1,5047.0,24.0,,,5054,25,,,,,5051.0,0.0,6
5205,0,260200,STARFRUIT,5048,28,,,,,5055,28,,,,,5051.5,0.0,7
5207,0,260300,STARFRUIT,5047,31,,,,,5053,1,5054.0,30.0,,,5050.0,0.0,6
5209,0,260400,STARFRUIT,5046,20,,,,,5051,7,5053.0,20.0,,,5048.5,0.0,5
5210,0,260500,STARFRUIT,5046,23,,,,,5048,5,5053.0,23.0,,,5047.0,0.0,2
5213,0,260600,STARFRUIT,5046,23,,,,,5053,23,,,,,5049.5,0.0,7
5215,0,260700,STARFRUIT,5047,22,,,,,5048,4,5054.0,22.0,,,5047.5,0.0,1
5216,0,260800,STARFRUIT,5052,1,5046.0,30.0,,,5053,30,,,,,5052.5,0.0,1
5218,0,260900,STARFRUIT,5046,20,,,,,5051,4,5053.0,20.0,,,5048.5,0.0,5
5220,0,261000,STARFRUIT,5047,29,,,,,5048,5,5054.0,29.0,,,5047.5,0.0,1
5223,0,261100,STARFRUIT,5047,25,,,,,5054,25,,,,,5050.5,0.0,7
5224,0,261200,STARFRUIT,5048,2,5047.0,28.0,,,5050,5,5052.0,3.0,5054.0,30.0,5049.0,0.0,2
5226,0,261300,STARFRUIT,5053,1,5049.0,7.0,5048.0,24.0,5055,24,,,,,5054.0,0.0,2
5228,0,261400,STARFRUIT,5047,20,,,,,5052,3,5054.0,21.0,,,5049.5,0.0,5
5231,0,261500,STARFRUIT,5048,2,5047.0,29.0,,,5054,29,,,,,5051.0,0.0,6
5232,0,261600,STARFRUIT,5048,4,5047.0,25.0,,,5054,25,,,,,5051.0,0.0,6
5234,0,261700,STARFRUIT,5047,29,,,,,5053,2,5054.0,27.0,,,5050.0,0.0,6
5236,0,261800,STARFRUIT,5046,25,,,,,5051,6,5053.0,25.0,,,5048.5,0.0,5
5239,0,261900,STARFRUIT,5047,30,,,,,5054,30,,,,,5050.5,0.0,7
5240,0,262000,STARFRUIT,5048,5,5047.0,27.0,,,5054,27,,,,,5051.0,0.0,6
5242,0,262100,STARFRUIT,5047,30,,,,,5048,1,5054.0,30.0,,,5047.5,0.0,1
5244,0,262200,STARFRUIT,5048,7,5047.0,28.0,,,5054,28,,,,,5051.0,0.0,6
5247,0,262300,STARFRUIT,5047,26,,,,,5054,26,,,,,5050.5,0.0,7
5248,0,262400,STARFRUIT,5047,27,,,,,5052,8,5054.0,27.0,,,5049.5,0.0,5
5250,0,262500,STARFRUIT,5048,2,5047.0,28.0,,,5054,2,5055.0,28.0,,,5051.0,0.0,6
5252,0,262600,STARFRUIT,5048,2,5047.0,23.0,,,5054,25,,,,,5051.0,0.0,6
5255,0,262700,STARFRUIT,5047,24,,,,,5054,25,,,,,5050.5,0.0,7
5256,0,262800,STARFRUIT,5048,2,5047.0,22.0,,,5054,24,,,,,5051.0,0.0,6
5258,0,262900,STARFRUIT,5048,9,5047.0,29.0,,,5054,31,,,,,5051.0,0.0,6
5260,0,263000,STARFRUIT,5047,22,,,,,5054,22,,,,,5050.5,0.0,7
5263,0,263100,STARFRUIT,5048,23,,,,,5055,23,,,,,5051.5,0.0,7
5264,0,263200,STARFRUIT,5051,3,5049.0,1.0,5048.0,27.0,5055,27,,,,,5053.0,0.0,4
5267,0,263300,STARFRUIT,5050,2,5049.0,21.0,,,5055,1,5056.0,20.0,,,5052.5,0.0,5
5269,0,263400,STARFRUIT,5049,20,,,,,5056,20,,,,,5052.5,0.0,7
5271,0,263500,STARFRUIT,5049,32,,,,,5056,32,,,,,5052.5,0.0,7
5272,0,263600,STARFRUIT,5050,5,5049.0,24.0,,,5056,24,,,,,5053.0,0.0,6
5275,0,263700,STARFRUIT,5049,21,,,,,5054,5,5055.0,1.0,5056.0,20.0,5051.5,0.0,5
5277,0,263800,STARFRUIT,5049,25,,,,,5054,1,5055.0,1.0,5056.0,24.0,5051.5,0.0,5
5279,0,263900,STARFRUIT,5048,24,,,,,5055,24,,,,,5051.5,0.0,7
5280,0,264000,STARFRUIT,5049,7,5048.0,21.0,,,5055,21,,,,,5052.0,0.0,6
5283,0,264100,STARFRUIT,5048,26,,,,,5055,26,,,,,5051.5,0.0,7
5285,0,264200,STARFRUIT,5049,4,5048.0,27.0,,,5055,27,,,,,5052.0,0.0,6
5287,0,264300,STARFRUIT,5048,22,,,,,5049,4,5055.0,22.0,,,5048.5,0.0,1
5288,0,264400,STARFRUIT,5047,28,,,,,5055,28,,,,,5051.0,0.0,8
5291,0,264500,STARFRUIT,5049,2,5048.0,30.0,,,5050,2,5055.0,30.0,,,5049.5,0.0,1
5293,0,264600,STARFRUIT,5049,26,,,,,5056,26,,,,,5052.5,0.0,7
5295,0,264700,STARFRUIT,5049,2,5048.0,28.0,,,5053,3,5055.0,30.0,,,5051.0,0.0,4
5296,0,264800,STARFRUIT,5049,27,,,,,5055,2,5056.0,25.0,,,5052.0,0.0,6
5299,0,264900,STARFRUIT,5049,8,5048.0,26.0,,,5055,28,,,,,5052.0,0.0,6
5301,0,265000,STARFRUIT,5049,22,,,,,5054,7,5055.0,2.0,5056.0,20.0,5051.5,0.0,5
5303,0,265100,STARFRUIT,5049,32,,,,,5056,32,,,,,5052.5,0.0,7
5305,0,265200,STARFRUIT,5049,25,,,,,5054,3,5056.0,25.0,,,5051.5,0.0,5
5307,0,265300,STARFRUIT,5049,32,,,,,5056,32,,,,,5052.5,0.0,7
5309,0,265400,STARFRUIT,5050,25,,,,,5057,25,,,,,5053.5,0.0,7
5310,0,265500,STARFRUIT,5050,29,,,,,5057,29,,,,,5053.5,0.0,7
5313,0,265600,STARFRUIT,5050,23,,,,,5057,23,,,,,5053.5,0.0,7
5315,0,265700,STARFRUIT,5050,25,,,,,5057,25,,,,,5053.5,0.0,7
5317,0,265800,STARFRUIT,5051,30,,,,,5057,1,5058.0,29.0,,,5054.0,0.0,6
5318,0,265900,STARFRUIT,5055,5,5051.0,20.0,,,5056,3,5058.0,20.0,,,5055.5,0.0,1
5321,0,266000,STARFRUIT,5051,6,5050.0,26.0,,,5057,1,5058.0,26.0,,,5054.0,0.0,6
5323,0,266100,STARFRUIT,5051,1,5050.0,26.0,,,5056,1,5057.0,1.0,5058.0,26.0,5053.5,0.0,5
5325,0,266200,STARFRUIT,5051,31,,,,,5058,31,,,,,5054.5,0.0,7
5326,0,266300,STARFRUIT,5050,22,,,,,5057,22,,,,,5053.5,0.0,7
5329,0,266400,STARFRUIT,5050,28,,,,,5057,28,,,,,5053.5,0.0,7
5331,0,266500,STARFRUIT,5050,27,,,,,5057,27,,,,,5053.5,0.0,7
5333,0,266600,STARFRUIT,5055,1,5049.0,30.0,,,5056,30,,,,,5055.5,0.0,1
5334,0,266700,STARFRUIT,5049,27,,,,,5056,27,,,,,5052.5,0.0,7
5337,0,266800,STARFRUIT,5049,27,,,,,5056,27,,,,,5052.5,0.0,7
5339,0,266900,STARFRUIT,5049,26,,,,,5057,26,,,,,5053.0,0.0,8
5341,0,267000,STARFRUIT,5049,26,,,,,5056,26,,,,,5052.5,0.0,7
5342,0,267100,STARFRUIT,5049,31,,,,,5056,31,,,,,5052.5,0.0,7
5345,0,267200,STARFRUIT,5053,3,5049.0,30.0,,,5056,30,,,,,5054.5,0.0,3
